Country Code,Country Name,Time,GDP,Export,Import,Private consumption,Government consumption,FDI inflows,CPI,Unemployment,Interest rate
FIN,Finland,2021,253878739632.8124,101352894758.38239,101215119076.00699,131143058969.77066,62950219557.6174,20346001926.48203,115.130462665656,7.617,
FIN,Finland,2022,257560103403.90616,118724402927.82303,123722224897.94888,134489221299.50775,62200817234.318,12035746300.07713,123.331790076698,6.719,
FIN,Finland,2023,254562199573.4374,108991776235.48355,108235503346.36592,135663434764.62349,65105595773.38648,-224056084.2056759,131.040820253141,7.151,
FRA,France,2010,,643770068313.1304,665391698262.8756,,,,100.0,9.279,
FRA,France,2011,,700043813179.5509,736254620541.7638,,,,102.11159795175,9.228,
FRA,France,2012,,720724486956.3689,743223023953.5004,,,,104.107058016154,9.841,
FRA,France,2013,,731996456979.915,747230704007.0547,,,,105.006246810607,9.913,
FRA,France,2014,,742938362997.2412,760233284899.6896,,,,105.539425293424,10.273,
FRA,France,2015,,774108364253.2417,776983112152.8511,,,,105.579017755019,10.354,
FRA,France,2016,,775955119657.8231,784487078239.6257,,,,105.772580900596,10.057,
FRA,France,2017,,812584207733.624,832003140325.8657,,,,106.864453008147,9.409,
FRA,France,2018,,841453019077.1566,866153607586.4918,,,,108.842316422953,9.018,
FRA,France,2019,,857771759419.6511,874720304385.8567,,,,110.04856675289,8.415,
FRA,France,2020,,689366180639.1841,730993972314.167,,,,110.572946910908,8.009,
FRA,France,2021,,807269313829.4128,838550247107.3331,,,,112.388921149413,7.874,
FRA,France,2022,,966051721761.1573,1039697315352.4642,,,,118.258283622798,7.308,
FRA,France,2023,,915700076948.6971,969111244964.0452,,,,124.027345193475,7.335,
DEU,Germany,2010,,,,,,,100.0,7.043,
DEU,Germany,2011,,,,,,,102.075172837359,5.967,
DEU,Germany,2012,,,,,,,104.1253413002,5.372,
DEU,Germany,2013,,,,,,,105.692139574571,5.316,
DEU,Germany,2014,,,,,,,106.650549555164,4.979,
DEU,Germany,2015,,,,,,,107.199187857464,4.612,
DEU,Germany,2016,,,,,,,107.72633665683,4.104,
DEU,Germany,2017,,,,,,,109.35246016194,3.781,
DEU,Germany,2018,,,,,,,111.246629356349,3.384,
DEU,Germany,2019,,,,,,,112.854877121191,3.163,
DEU,Germany,2020,,,,,,,113.018378926344,3.881,
DEU,Germany,2021,,,,,,,116.484275880086,3.594,
DEU,Germany,2022,,,,,,,124.489744387368,3.12,
DEU,Germany,2023,,,,,,,131.892448207044,3.068,
GRC,Greece,2010,239639588486.44986,52070885935.73315,69959624981.46204,161561193893.93274,53703845153.1281,430846154.78008837,100.0,,
GRC,Greece,2011,215970915842.32095,54657061530.60633,66919438102.599144,150467416999.59064,47682722106.732635,832832586.6960115,103.329853233506,,
GRC,Greece,2012,197978089531.73114,57345965098.054825,66181036395.50303,140870913281.77896,44659579631.721054,1377725244.9279559,104.881378839373,,
GRC,Greece,2013,193479795857.32178,58677022278.33608,63127692365.61064,136380261496.29727,40494919741.78658,2408943005.5275855,103.915138732922,,
GRC,Greece,2014,195012591244.25888,63408342103.21034,66145480809.943855,135598037958.43016,40411889962.9565,2248777561.2365446,102.551500931586,,
GRC,Greece,2015,194567373678.09912,62624189486.00544,64373439742.77457,133645720627.62885,40407720540.977325,1268938505.86333,100.771321684226,,
GRC,Greece,2016,194505510567.85654,60645623963.396416,63172037670.974464,132288436319.03085,40103263482.9585,2718225285.2538548,99.9392992576633,,
GRC,Greece,2017,197370819841.30536,68644229941.56503,71257351976.10791,135810873081.41826,40339462616.682976,3387466508.3332276,101.05987316816,,
GRC,Greece,2018,201445880947.4827,77820510232.31537,81801506491.14606,138661327446.07773,39603676911.10843,3801754142.875537,101.692125375109,,
GRC,Greece,2019,206033167541.3362,81507322269.91045,84535015320.93192,140854408505.56903,41163614714.903206,4968947252.712851,101.949414101629,,
GRC,Greece,2020,187085880547.56046,58839312973.62476,72670436374.03424,129366096768.59053,42519932386.7559,3229809825.5122437,100.677102178392,,
GRC,Greece,2021,203277224063.02917,81840247504.33025,97069450137.71294,136341452526.62555,43699396340.88796,5710357146.304077,101.909213734394,,
GRC,Greece,2022,214952754695.5456,105369592685.87297,126089830934.6907,146308217090.1965,42959785960.76895,7805362341.055266,111.738622172264,,
